Customer_ID,Name,Credit_Score_Anterior,Pred_RandomForest,Pred_XGBoost,Pred_LightGBM,Pred_DecisionTree,Pred_KNN,Pred_LogisticRegression,Pred_NaiveBayes
CUS_0x3644,Alexz,Standard,Poor,Poor,Standard,Poor,Poor,Poor,Standard
CUS_0x3644,Alexz,Standard,Poor,Poor,Standard,Poor,Standard,Poor,Standard
CUS_0x3644,Alexz,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3644,Alexz,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x364f,PatrickTemple-Westu,Poor,Poor,Poor,Standard,Poor,Standard,Poor,Standard
CUS_0x364f,PatrickTemple-Westu,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x364f,PatrickTemple-Westu,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x364f,PatrickTemple-Westu,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3650,RyanVlastelicaz,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3650,RyanVlastelicaz,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3650,RyanVlastelicaz,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3650,RyanVlastelicaz,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3655,Ransdellw,Standard,Good,Standard,Standard,Good,Good,Good,Standard
CUS_0x3655,Ransdellw,Standard,Good,Standard,Standard,Good,Good,Good,Standard
CUS_0x3655,Ransdellw,Standard,Good,Standard,Standard,Good,Good,Poor,Standard
CUS_0x3655,Ransdellw,Standard,Good,Standard,Standard,Good,Standard,Good,Standard
CUS_0x365a,Alessray,Poor,Good,Good,Good,Good,Good,Good,Good
CUS_0x365a,Alessray,Poor,Good,Good,Good,Good,Standard,Good,Good
CUS_0x365a,Alessray,Poor,Good,Good,Good,Good,Good,Good,Good
CUS_0x365a,Alessray,Poor,Good,Good,Good,Good,Good,Good,Good
CUS_0x365b,KatharinaBartz,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x365b,KatharinaBartz,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x365f,MichaelOBoylev,Standard,Standard,Poor,Poor,Standard,Standard,Good,Standard
CUS_0x365f,MichaelOBoylev,Standard,Poor,Poor,Poor,Poor,Standard,Standard,Standard
CUS_0x365f,MichaelOBoylev,Standard,Standard,Poor,Poor,Poor,Poor,Good,Standard
CUS_0x365f,MichaelOBoylev,Standard,Poor,Poor,Poor,Poor,Standard,Standard,Standard
CUS_0x3660,FergusJensens,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x3660,FergusJensens,Good,Good,Good,Good,Standard,Good,Good,Good
CUS_0x3660,FergusJensens,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x3660,FergusJensens,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x3663,Gregb,Standard,Standard,Standard,Good,Good,Good,Poor,Standard
CUS_0x3663,Gregb,Standard,Standard,Good,Good,Good,Good,Poor,Standard
CUS_0x3663,Gregb,Standard,Standard,Standard,Good,Good,Standard,Poor,Standard
CUS_0x3663,Gregb,Standard,Standard,Standard,Good,Good,Good,Good,Standard
CUS_0x366b,SoyoungKimi,Standard,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x366b,SoyoungKimi,Standard,Standard,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x366b,SoyoungKimi,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x366b,SoyoungKimi,Standard,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x3672,JonathanStempelr,Standard,Standard,Standard,Standard,Standard,Poor,Standard,Standard
CUS_0x3672,JonathanStempelr,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3672,JonathanStempelr,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x3678,AlistairBarrv,Poor,Poor,Standard,Standard,Poor,Poor,Poor,Standard
CUS_0x3678,AlistairBarrv,Poor,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x3678,AlistairBarrv,Poor,Standard,Standard,Poor,Poor,Poor,Poor,Standard
CUS_0x3678,AlistairBarrv,Poor,Standard,Standard,Standard,Poor,Poor,Poor,Standard
CUS_0x367d,Jessicaa,Poor,Good,Good,Good,Good,Good,Good,Standard
CUS_0x367d,Jessicaa,Poor,Good,Good,Good,Good,Good,Good,Standard
CUS_0x367d,Jessicaa,Poor,Good,Good,Good,Good,Good,Good,Standard
CUS_0x368d,Kevinv,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x368d,Kevinv,Standard,Standard,Good,Good,Standard,Good,Poor,Standard
CUS_0x368d,Kevinv,Standard,Standard,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x368d,Kevinv,Standard,Standard,Good,Good,Standard,Standard,Poor,Standard
CUS_0x368f,Stebbinsn,Poor,Poor,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x368f,Stebbinsn,Poor,Poor,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x368f,Stebbinsn,Poor,Poor,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x368f,Stebbinsn,Poor,Poor,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x369d,Cheep,Poor,Standard,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x369d,Cheep,Poor,Standard,Poor,Standard,Standard,Poor,Poor,Standard
CUS_0x369d,Cheep,Poor,Standard,Poor,Standard,Good,Standard,Poor,Standard
CUS_0x369d,Cheep,Poor,Poor,Poor,Standard,Good,Standard,Poor,Standard
CUS_0x36a0,Jedh,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36a0,Jedh,Good,Good,Good,Good,Good,Standard,Good,Standard
CUS_0x36a0,Jedh,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36a0,Jedh,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36a1,MiyoungKimh,Good,Good,Good,Good,Standard,Good,Good,Good
CUS_0x36a1,MiyoungKimh,Good,Good,Good,Good,Standard,Good,Good,Good
CUS_0x36a1,MiyoungKimh,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x36a1,MiyoungKimh,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x36a2,Onstadi,Standard,Poor,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36a2,Onstadi,Standard,Poor,Poor,Poor,Standard,Standard,Poor,Standard
CUS_0x36a2,Onstadi,Standard,Poor,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x36a2,Onstadi,Standard,Poor,Poor,Standard,Poor,Standard,Poor,Standard
CUS_0x36ab,SveaHerbst-Baylisss,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36ab,SveaHerbst-Baylisss,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ab,SveaHerbst-Baylisss,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36ab,SveaHerbst-Baylisss,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ac,ChristiaanHetznern,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36ac,ChristiaanHetznern,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36ac,ChristiaanHetznern,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36ac,ChristiaanHetznern,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36ad,Desaig,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ad,Desaig,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ad,Desaig,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36b0,Sabinaa,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36b0,Sabinaa,Good,Good,Good,Standard,Standard,Good,Good,Standard
CUS_0x36b0,Sabinaa,Good,Good,Good,Standard,Standard,Good,Good,Standard
CUS_0x36b3,Stevex,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36b3,Stevex,Standard,Standard,Good,Good,Good,Standard,Good,Standard
CUS_0x36b3,Stevex,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36b4,ArakaliAradhanag,Good,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36b4,ArakaliAradhanag,Good,Standard,Standard,Standard,Standard,Poor,Standard,Good
CUS_0x36b4,ArakaliAradhanag,Good,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36b4,ArakaliAradhanag,Good,Standard,Standard,Standard,Poor,Standard,Good,Good
CUS_0x36b6,KirstinRidleye,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36b6,KirstinRidleye,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36b6,KirstinRidleye,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36b6,KirstinRidleye,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36bb,ElinorComlaye,Good,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36bb,ElinorComlaye,Good,Standard,Standard,Standard,Poor,Good,Good,Standard
CUS_0x36c2,RobinEmmottk,Standard,Standard,Standard,Poor,Standard,Poor,Standard,Standard
CUS_0x36c2,RobinEmmottk,Standard,Standard,Standard,Poor,Standard,Poor,Standard,Standard
CUS_0x36c2,RobinEmmottk,Standard,Standard,Standard,Poor,Standard,Poor,Standard,Standard
CUS_0x36c2,RobinEmmottk,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36c4,Stevenl,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36c4,Stevenl,Standard,Good,Standard,Good,Good,Standard,Good,Standard
CUS_0x36c4,Stevenl,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36c4,Stevenl,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x36c5,Mehraq,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36c5,Mehraq,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36c5,Mehraq,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36c7,SarahMcBrided,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36c7,SarahMcBrided,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x36c7,SarahMcBrided,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36c7,SarahMcBrided,Standard,Standard,Standard,Standard,Good,Poor,Standard,Good
CUS_0x36d3,RonaldGroverz,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36d3,RonaldGroverz,Standard,Standard,Standard,Standard,Good,Standard,Standard,Standard
CUS_0x36d3,RonaldGroverz,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36d4,DanielBasesc,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36d4,DanielBasesc,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36d4,DanielBasesc,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36d4,DanielBasesc,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36d5,SoyoungKimm,Standard,Standard,Standard,Standard,Good,Standard,Poor,Standard
CUS_0x36d5,SoyoungKimm,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36d5,SoyoungKimm,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36da,Globalf,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36da,Globalf,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x36da,Globalf,Standard,Good,Good,Good,Standard,Good,Good,Good
CUS_0x36e1,Gellero,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36e1,Gellero,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36e1,Gellero,Standard,Poor,Standard,Standard,Poor,Poor,Poor,Standard
CUS_0x36e1,Gellero,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36eb,ernieWoodallo,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36eb,ernieWoodallo,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36eb,ernieWoodallo,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36eb,ernieWoodallo,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x36ec,CarlosRuanoy,Standard,Poor,Poor,Poor,Poor,Standard,Standard,Standard
CUS_0x36ec,CarlosRuanoy,Standard,Poor,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36ec,CarlosRuanoy,Standard,Poor,Poor,Standard,Poor,Poor,Standard,Standard
CUS_0x36ec,CarlosRuanoy,Standard,Poor,Standard,Poor,Poor,Standard,Poor,Standard
CUS_0x36ed,Carewn,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x36ed,Carewn,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ed,Carewn,Standard,Poor,Poor,Poor,Poor,Good,Poor,Standard
CUS_0x36ed,Carewn,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36ee,RichardCowanp,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36ee,RichardCowanp,Standard,Standard,Standard,Standard,Poor,Standard,Standard,Good
CUS_0x36ee,RichardCowanp,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x36ee,RichardCowanp,Standard,Standard,Standard,Standard,Standard,Good,Good,Good
CUS_0x36f2,PhilWahbag,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36f2,PhilWahbag,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36f2,PhilWahbag,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x36f2,PhilWahbag,Standard,Good,Standard,Standard,Good,Standard,Poor,Standard
CUS_0x36f3,MichaelErmany,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36f3,MichaelErmany,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36f3,MichaelErmany,Standard,Standard,Standard,Standard,Standard,Poor,Standard,Standard
CUS_0x36f3,MichaelErmany,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
CUS_0x36f7,Ponthush,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36f7,Ponthush,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36f7,Ponthush,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x36f7,Ponthush,Poor,Poor,Poor,Standard,Poor,Poor,Poor,Standard
CUS_0x36f9,LucyHornbyr,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x36f9,LucyHornbyr,Good,Good,Good,Good,Good,Good,Good,Good
CUS_0x36fb,Levineo,Poor,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x36fb,Levineo,Poor,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x36fb,Levineo,Poor,Standard,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x36fb,Levineo,Poor,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x36fd,ErwinSebaq,Poor,Standard,Standard,Standard,Poor,Poor,Poor,Standard
CUS_0x36ff,Michaele,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x36ff,Michaele,Standard,Standard,Standard,Standard,Poor,Standard,Good,Standard
CUS_0x36ff,Michaele,Standard,Standard,Standard,Standard,Poor,Poor,Poor,Standard
CUS_0x36ff,Michaele,Standard,Standard,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x3702,Barbashr,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3702,Barbashr,Standard,Standard,Standard,Standard,Good,Standard,Standard,Good
CUS_0x3702,Barbashr,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3702,Barbashr,Standard,Standard,Standard,Standard,Standard,Good,Standard,Good
CUS_0x3708,Richardf,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3708,Richardf,Poor,Poor,Poor,Poor,Good,Poor,Poor,Standard
CUS_0x3708,Richardf,Poor,Poor,Poor,Poor,Good,Poor,Poor,Standard
CUS_0x3708,Richardf,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3709,Meenakshin,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x3709,Meenakshin,Standard,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x3709,Meenakshin,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x3709,Meenakshin,Standard,Poor,Standard,Standard,Standard,Poor,Poor,Standard
CUS_0x370c,Salazarb,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x370c,Salazarb,Standard,Poor,Standard,Poor,Poor,Standard,Poor,Standard
CUS_0x370c,Salazarb,Standard,Poor,Standard,Poor,Poor,Poor,Poor,Standard
CUS_0x370c,Salazarb,Standard,Poor,Standard,Poor,Poor,Standard,Poor,Standard
CUS_0x3710,TimHephert,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x3710,TimHephert,Standard,Standard,Standard,Standard,Good,Standard,Good,Standard
CUS_0x3710,TimHephert,Standard,Standard,Standard,Standard,Good,Standard,Good,Standard
CUS_0x3710,TimHephert,Standard,Standard,Standard,Standard,Good,Poor,Good,Standard
CUS_0x3713,Seetharamanb,Standard,Good,Good,Good,Standard,Standard,Good,Standard
CUS_0x3713,Seetharamanb,Standard,Good,Standard,Standard,Poor,Good,Good,Standard
CUS_0x3713,Seetharamanb,Standard,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3713,Seetharamanb,Standard,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3716,Bartv,Poor,Good,Good,Good,Standard,Good,Good,Good
CUS_0x3716,Bartv,Poor,Good,Good,Good,Standard,Good,Good,Good
CUS_0x3716,Bartv,Poor,Good,Good,Good,Standard,Poor,Good,Good
CUS_0x3720,Annc,Poor,Standard,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x3720,Annc,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3720,Annc,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3722,illBerkrots,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3722,illBerkrots,Standard,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3722,illBerkrots,Standard,Standard,Standard,Good,Good,Standard,Good,Standard
CUS_0x3722,illBerkrots,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x372c,LuciaMutikanik,Good,Good,Good,Good,Good,Standard,Good,Standard
CUS_0x372c,LuciaMutikanik,Good,Good,Good,Good,Good,Good,Poor,Standard
CUS_0x372c,LuciaMutikanik,Good,Good,Good,Good,Good,Good,Poor,Standard
CUS_0x372c,LuciaMutikanik,Good,Good,Good,Good,Standard,Good,Poor,Standard
CUS_0x372e,Stempelh,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x372e,Stempelh,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x372e,Stempelh,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3731,SudipKar-Guptah,Poor,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3731,SudipKar-Guptah,Poor,Good,Standard,Good,Good,Good,Good,Standard
CUS_0x3731,SudipKar-Guptah,Poor,Good,Good,Good,Good,Poor,Good,Standard
CUS_0x3731,SudipKar-Guptah,Poor,Good,Good,Good,Good,Poor,Good,Standard
CUS_0x3733,JimFinklen,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x3733,JimFinklen,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x3733,JimFinklen,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x3733,JimFinklen,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x373b,enBerkowitzi,Standard,Good,Standard,Poor,Standard,Standard,Poor,Standard
CUS_0x373b,enBerkowitzi,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x373e,Valetkevitchv,Poor,Good,Standard,Good,Good,Good,Good,Standard
CUS_0x373e,Valetkevitchv,Poor,Good,Good,Good,Good,Good,Poor,Standard
CUS_0x373e,Valetkevitchv,Poor,Good,Good,Good,Good,Good,Good,Standard
CUS_0x373e,Valetkevitchv,Poor,Good,Good,Good,Good,Poor,Good,Standard
CUS_0x374a,Luciau,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x374a,Luciau,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x374a,Luciau,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x374a,Luciau,Standard,Standard,Standard,Standard,Good,Standard,Poor,Standard
CUS_0x374c,PadraicHalpinj,Poor,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x374c,PadraicHalpinj,Poor,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x374c,PadraicHalpinj,Poor,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x374c,PadraicHalpinj,Poor,Standard,Standard,Standard,Standard,Standard,Standard,Good
CUS_0x3752,Scottv,Good,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3752,Scottv,Good,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3752,Scottv,Good,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3752,Scottv,Good,Good,Good,Good,Standard,Good,Good,Standard
CUS_0x3756,Terhil,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3756,Terhil,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3756,Terhil,Standard,Poor,Poor,Poor,Poor,Poor,Good,Standard
CUS_0x3756,Terhil,Standard,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3757,KazunoriTakadax,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3757,KazunoriTakadax,Poor,Poor,Poor,Poor,Standard,Poor,Poor,Standard
CUS_0x3757,KazunoriTakadax,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3757,KazunoriTakadax,Poor,Poor,Poor,Standard,Standard,Standard,Poor,Standard
CUS_0x375e,MichelleConlinm,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x375e,MichelleConlinm,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x375e,MichelleConlinm,Poor,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x3761,Selyukhm,Standard,Poor,Poor,Standard,Standard,Good,Poor,Standard
CUS_0x3761,Selyukhm,Standard,Poor,Poor,Standard,Standard,Good,Poor,Standard
CUS_0x3761,Selyukhm,Standard,Poor,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x3761,Selyukhm,Standard,Poor,Poor,Poor,Standard,Standard,Poor,Standard
CUS_0x3763,Shirouzuc,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3763,Shirouzuc,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3763,Shirouzuc,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3763,Shirouzuc,Standard,Standard,Standard,Standard,Standard,Standard,Good,Good
CUS_0x3767,Marko,Standard,Good,Good,Good,Good,Poor,Good,Good
CUS_0x3767,Marko,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x3767,Marko,Standard,Good,Good,Good,Good,Good,Good,Good
CUS_0x3767,Marko,Standard,Good,Good,Good,Good,Standard,Good,Good
CUS_0x3768,Sassardz,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3768,Sassardz,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3768,Sassardz,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3768,Sassardz,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3769,RickRothackerx,Standard,Good,Good,Good,Good,Poor,Good,Good
CUS_0x3769,RickRothackerx,Standard,Good,Standard,Good,Good,Standard,Good,Good
CUS_0x3769,RickRothackerx,Standard,Good,Good,Good,Good,Poor,Good,Good
CUS_0x376a,Shalal-Esad,Good,Standard,Standard,Standard,Good,Standard,Poor,Standard
CUS_0x376a,Shalal-Esad,Good,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x376a,Shalal-Esad,Good,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x376b,Pallavii,Poor,Good,Standard,Standard,Good,Good,Poor,Standard
CUS_0x376b,Pallavii,Poor,Good,Good,Standard,Good,Good,Good,Standard
CUS_0x376b,Pallavii,Poor,Good,Good,Standard,Good,Good,Good,Standard
CUS_0x376b,Pallavii,Poor,Good,Standard,Standard,Good,Good,Poor,Standard
CUS_0x376e,Palmerz,Standard,Standard,Good,Good,Standard,Standard,Good,Good
CUS_0x376e,Palmerz,Standard,Good,Good,Good,Good,Standard,Good,Good
CUS_0x376e,Palmerz,Standard,Standard,Good,Good,Standard,Good,Good,Good
CUS_0x376e,Palmerz,Standard,Standard,Good,Good,Standard,Standard,Good,Good
CUS_0x376f,ChrisBuckleyp,Standard,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x376f,ChrisBuckleyp,Standard,Standard,Standard,Standard,Good,Standard,Good,Standard
CUS_0x376f,ChrisBuckleyp,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x376f,ChrisBuckleyp,Standard,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3777,Christiaanw,Standard,Standard,Standard,Standard,Standard,Standard,Poor,Standard
CUS_0x3777,Christiaanw,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x3777,Christiaanw,Standard,Standard,Standard,Standard,Standard,Good,Good,Standard
CUS_0x3777,Christiaanw,Standard,Standard,Standard,Standard,Poor,Standard,Poor,Standard
CUS_0x377b,NorihikoShirouzun,Good,Good,Good,Good,Good,Good,Poor,Standard
CUS_0x377b,NorihikoShirouzun,Good,Good,Good,Good,Good,Poor,Poor,Standard
CUS_0x377b,NorihikoShirouzun,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x377b,NorihikoShirouzun,Good,Good,Good,Good,Good,Good,Good,Standard
CUS_0x3787,Kajimotoz,Good,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3787,Kajimotoz,Good,Standard,Standard,Standard,Poor,Standard,Good,Standard
CUS_0x3787,Kajimotoz,Good,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3787,Kajimotoz,Good,Standard,Standard,Standard,Standard,Standard,Good,Standard
CUS_0x3793,Suzanney,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
CUS_0x3793,Suzanney,Standard,Poor,Poor,Poor,Poor,Standard,Poor,Standard
CUS_0x3793,Suzanney,Standard,Poor,Poor,Poor,Poor,Poor,Poor,Standard
